logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33
0.399,0.0,1.6,00000,11000,00111,01111,10001,11000,10001,10111,10001,10001,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.917,0.299,1.517,00000,10001,10001,10001,10111,10001,00101,10001,01001,10001,10001,11011,00001,01111,10001,10001,10001,00101,10001,01001,10111,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.681,0.224,2.974,00000,10001,10111,10001,00101,10001,01001,10001,00101,10001,01001,10001,00111,10001,01111,10001,10101,00111,10001,00111,11011,00001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.851,0.673,2.088,00000,10001,10001,01111,10001,10001,10001,00111,10001,01111,10001,11000,00111,10001,00111,11011,00001,10001,10001,01111,10001,11101,10001,11011,01000,10111,11110,11111,11111,11111,11111,11111,11111,11111
1.775,0.0,1.753,00000,10001,10001,00111,01111,11000,10111,10001,00101,10001,01001,10001,10001,10001,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.348,2.244,2.051,00000,10001,10001,00111,10001,01000,10001,01111,10001,11000,00111,10001,00111,01111,10001,10010,10001,00111,10001,11011,00001,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.28,1.72,1.907,00000,10001,10001,10001,10001,10001,10001,10001,10001,00111,10001,01111,10001,11000,00111,10001,00101,10001,01001,11000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.14,1.421,1.42,00000,10001,10001,01111,10001,10001,10001,10111,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.083,1.047,1.766,00000,10001,11000,10001,00101,10001,01001,10001,10001,10001,10001,10001,01111,11100,11000,11011,01111,10001,11011,00001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111
2.267,0.972,2.047,00000,11101,00111,10001,00111,01111,01000,10111,00111,10111,11011,00101,10001,10001,10001,10001,10001,11011,00001,10001,10001,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.651,0.823,0.681,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.898,1.496,1.462,00000,10001,10001,10111,00111,01111,00011,10111,10001,01111,00101,10001,10001,10001,11011,11011,10001,10001,10001,11011,11011,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.927,0.748,1.697,00000,10111,00011,10111,10001,10001,00111,10001,00111,10001,00111,10001,00111,11011,00101,10111,00111,11011,00010,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.634,1.272,1.252,00000,10001,11000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10111,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.647,0.524,1.711,00000,10001,10001,00111,10001,00111,01111,01000,10001,00111,10001,10111,01111,10001,11000,10001,01111,10001,10111,01001,11000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.114,0.972,1.467,00000,10111,10001,00111,10001,00111,10001,01000,10001,00111,10001,11011,00101,00111,11011,00010,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.925,1.272,1.836,00000,10001,11000,10001,00111,01111,10001,10111,10001,00101,10001,01001,10001,01000,10001,01000,10001,00111,11011,00101,10001,11011,10111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.494,0.0,1.697,00000,10001,11000,10001,00111,10001,00111,01111,00001,10111,10001,00101,10001,01000,10111,10001,00111,11011,00010,11000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.694,1.496,1.615,00000,10001,10001,00111,10001,00111,01111,00110,10111,00111,10111,10001,10001,10111,11011,01111,10001,01111,10001,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.38,0.299,1.725,00000,10001,10111,10001,01111,10001,10001,10001,01111,10001,11000,10001,00111,10001,00111,01111,10001,11000,10001,01111,10001,11000,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.889,0.673,1.308,00000,11000,00111,10111,01111,10000,10001,10001,10001,10001,10001,11011,01111,10001,10001,10001,10001,11011,11100,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.753,1.795,1.406,00000,10001,00111,10001,00111,01111,00010,10001,10001,10001,01000,10001,10001,10111,11011,01111,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.242,1.72,1.573,00000,10001,10001,10001,10001,00111,01111,10001,10111,10001,00111,10001,00111,10111,00111,10001,00111,11011,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.316,1.346,1.308,00000,10111,10001,10001,10001,10001,10001,01111,10000,10001,00111,10110,10001,01000,11011,01111,11000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.838,1.122,1.349,00000,10111,00011,10001,01111,11011,10001,00100,00111,10001,00111,10001,00111,10001,01111,10001,11000,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.562,1.646,1.821,00000,10001,11000,10001,00111,10001,00111,01111,00010,11000,11010,00101,10001,01001,01111,10001,11000,11000,10001,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.579,1.795,1.461,00000,10001,00111,10111,00111,10001,01111,00010,11000,10001,10001,10001,10001,10111,10001,11011,00101,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.214,0.075,1.53,00000,10001,10111,10001,10001,01111,10001,11000,10001,00111,10001,00111,01111,10001,11000,10001,01111,10001,11000,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.949,1.72,1.517,00000,10001,10001,10001,10001,10001,10001,00111,10001,01111,10001,11000,00111,10001,00101,10001,01001,11000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.97,0.15,1.322,00000,10001,10001,10001,10001,00101,10001,01001,11000,10001,10001,10001,10001,10001,10001,11011,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.91,1.646,1.892,00000,10001,10001,00101,10111,00111,11101,10001,00101,10001,01001,10111,10001,11011,00101,01001,10001,00111,10001,00111,11000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.579,2.244,1.92,00000,10001,11000,10001,00111,10001,00111,01111,11100,10001,10001,10111,10001,01111,11011,11000,10001,00111,11011,11000,11000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.524,0.972,1.197,00000,10001,10001,10001,01111,10001,10001,10001,01111,11011,10001,10111,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.864,1.646,1.419,00000,10001,10111,10001,01111,00101,10001,00101,10001,01001,11000,00111,10001,00111,10001,00111,10001,00111,11011,00101,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.206,0.224,1.043,00000,10111,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10111,11011,00110,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.883,0.15,0.765,00000,10111,10001,10001,00101,10001,01001,10111,10001,10001,10001,10001,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.792,0.748,1.392,00000,10001,10001,00111,10001,01111,10001,10111,00111,10001,00111,01111,10001,10111,10001,00111,10001,11011,00001,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.541,1.421,1.864,00000,10001,10001,00101,10001,01001,11000,10001,10111,11000,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.046,1.945,1.898,00000,10111,00111,10001,10001,10001,10111,11011,01111,10001,10001,00111,10001,00111,01111,10001,10010,10111,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.584,1.646,2.335,00000,10111,10001,00111,01111,10001,10010,10001,00111,01111,00110,11101,01111,10001,10111,00101,10001,01001,01001,10001,00111,11011,11000,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.596,0.823,1.364,00000,10001,10001,01111,10001,10001,10001,00111,10001,01111,11011,10001,10111,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.998,0.224,0.57,00000,10111,10001,10001,00111,10001,01111,10001,11000,01000,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.766,2.842,2.766,00000,10001,10001,01111,00011,10111,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,01110,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.622,1.72,1.754,00000,10001,10111,01111,10001,10001,10001,10001,10001,00111,10111,00111,01111,00101,10111,01111,10001,10001,10001,11101,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.435,1.795,2.092,00000,10111,10001,01000,10001,01111,10001,11000,00111,01111,10001,10010,10001,01111,00110,10001,00111,10111,00111,10001,01000,11011,00101,01000,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
2.36,2.244,1.739,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.021,0.972,2.004,00000,10001,10001,01000,10001,00111,10001,01000,10001,10111,00111,01111,10001,11000,11101,10001,01100,00101,10001,00111,11011,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.673,2.394,1.864,00000,10001,10001,00101,10001,01001,10111,01111,00001,10001,10001,00101,10001,01001,11000,10001,00111,10001,00111,10001,01111,10001,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111
1.465,0.449,1.92,00000,10001,10001,10001,10111,10001,00101,10001,01001,10001,00111,10001,01111,10001,11000,00111,01111,10001,11000,10001,01111,10001,11000,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111
1.749,1.272,1.6,00000,11000,00111,10111,10001,00111,10001,00111,10001,00111,11011,00101,10111,10001,10001,10001,10001,11011,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.091,0.374,0.932,00000,10001,11000,10001,00101,10001,01001,10001,10111,10001,00111,10111,00111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.968,0.524,1.376,00000,10001,10001,11000,10111,00111,01111,10001,11000,10001,01100,00101,10001,01111,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.811,0.15,1.155,00000,11000,00111,10111,10001,10001,10001,10001,10001,10111,10001,11011,00001,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.1,0.673,1.683,00000,10111,10001,00111,10001,00111,01111,10111,10001,00101,10001,01001,10111,10001,10001,00101,10001,01001,11000,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.197,0.374,1.544,00000,10001,11000,10001,11000,10001,00101,10001,01001,10001,10001,10001,10001,10001,01111,11100,11000,11011,01111,10001,11011,11000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.135,1.87,1.795,00000,10001,10001,01111,10001,10001,10001,00111,10111,01111,10111,10001,00101,10001,01001,10001,00111,10001,00111,10110,11011,01111,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
2.157,0.449,1.753,00000,11000,00111,01111,11000,10001,00111,10001,00111,10001,00111,10001,01000,11011,00101,10001,00111,10001,00111,11000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.915,1.197,1.489,00000,10001,10001,10001,00111,01111,10111,10001,10001,10001,01111,10001,10001,10001,10111,11011,00101,10001,11000,10111,01100,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.719,2.917,2.558,00000,10001,10001,10001,10001,01000,10001,01111,10001,01110,00111,10001,01000,10111,00111,01111,10001,11000,10111,11011,11000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.545,0.748,1.92,00000,10001,10001,01111,10001,10001,10111,10001,10001,01111,10001,11000,10001,00111,10001,01111,10001,11000,00111,10001,01111,10001,11000,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111
1.193,0.972,1.698,00000,10111,10001,01111,11011,10001,11000,10001,01111,10001,11000,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.944,1.72,1.42,00000,10001,10001,01111,10001,10111,10001,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.656,0.972,1.767,00000,10001,11000,10001,00111,01111,10001,11000,10001,00111,01111,00101,10001,00101,10001,01001,11000,10001,00111,11011,00010,11101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.435,1.346,1.447,00000,10001,11000,10001,10001,00101,10001,01001,10111,10001,11011,01111,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.093,0.299,1.712,00000,10111,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10001,00111,10001,01111,10001,10111,00111,10001,00111,11011,00001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111
1.38,0.898,1.142,00000,10111,10001,10001,01111,10001,11000,10001,10001,10001,10001,10001,10001,11011,00101,10001,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.422,1.197,1.085,00000,10111,10001,10001,00111,10001,00111,01111,00101,10001,00101,10001,01001,11000,10001,00111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.77,0.823,1.239,00000,10001,10111,10001,10001,00111,01111,10000,10111,10001,00111,10001,00111,11011,01111,10001,10001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.821,0.898,1.544,00000,11000,00111,10001,00111,10001,00101,10001,01001,10001,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.796,1.346,1.03,00000,10111,10001,01111,00010,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.257,1.047,1.224,00000,10111,10001,01000,10110,10001,01111,00110,10001,00111,10001,01000,10001,00111,11011,00101,01000,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.528,1.496,1.809,00000,10001,10001,00111,10001,00111,01111,00011,10001,01000,10111,01111,10001,10001,10001,00101,10001,01001,10111,11011,00001,10001,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.46,1.272,1.614,00000,10001,10001,01000,10111,00111,10001,01111,10001,10111,00111,01111,10001,10001,10111,00111,01111,10001,10001,10001,11011,00110,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111
0.713,0.15,1.405,00000,10001,10001,01111,10001,10001,10001,01111,10000,10111,10001,00101,10001,01001,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.397,1.346,1.892,00000,10001,10001,00111,10001,01111,00101,10001,00101,10001,01001,11000,00111,10001,00111,11011,00110,10001,01111,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111
1.702,1.795,1.712,00000,10001,10001,10001,10001,11000,10001,01000,11000,10001,00111,11011,01111,10001,10111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.469,1.571,1.461,00000,10001,10001,01111,10001,10001,10001,10111,00111,10111,10001,01111,10001,11000,01000,10111,00111,10001,01100,00010,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.932,1.346,1.16,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,10001,01111,10001,10010,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.537,1.421,1.753,00000,10001,10001,01111,10001,10001,01111,10001,10001,10001,00101,10001,01001,10111,10001,10001,10001,10001,11011,01111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.38,0.748,1.349,00000,11000,00111,01111,10001,11000,10001,10001,10001,00111,10001,10001,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.677,1.87,1.836,00000,10001,10001,11000,10001,00101,10001,01001,10001,10110,10001,01000,10001,00111,10111,00111,11011,00101,10001,01100,00110,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.28,0.972,1.573,00000,10001,10001,00111,10001,01000,10001,01111,10001,10001,00111,01111,10001,10001,10111,00111,11011,10000,10001,00111,11011,10111,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
